Municipio;UF;Total;count;mean;std;min;25%;50%;75%;max
RIO TINTO;PB;4294222;6714;639.59;138.54;205;600;600;700;2028
RIO VERDE;GO;8182198;11799;693.47;179.18;180;600;700;800;1970
RIO VERDE DE MATO GROSSO;MS;1212792;1718;705.93;223.26;205;600;700;800;1836
RIO VERMELHO;MG;854784;1168;731.84;198.23;205;650;700;800;1870
RIOLANDIA;SP;460676;695;662.84;182.75;205;600;650;750;1736
RIOZINHO;RS;135653;192;706.53;173.38;180;600;650;756;1665
RIQUEZA;SC;94676;144;657.47;189.67;280;600;650;750;1402
RITAPOLIS;MG;317393;473;671.02;140.65;300;600;650;750;1494
RIVERSUL;SP;541456;805;672.62;150.7;230;600;640;750;1828
ROCA SALES;RS;185960;267;696.48;168.75;300;600;650;795;1728
ROCHEDO;MS;304294;423;719.37;194.76;205;600;700;800;1644
ROCHEDO DE MINAS;MG;163808;251;652.62;196.37;180;590;640;760;1344
RODEIO;SC;102810;143;718.95;212.55;325;600;650;825;1552
RODEIO BONITO;RS;235041;348;675.41;164.02;205;600;650;750;1294
RODEIRO;MG;361025;523;690.3;162.1;230;600;650;750;1528
RODELAS;BA;2050772;3105;660.47;151.64;205;600;600;750;2220
RODOLFO FERNANDES;RN;427671;657;650.95;144.11;205;600;640;750;1528
RODRIGUES ALVES;AC;2414934;3234;746.73;232.93;205;600;700;800;2646
ROLADOR;RS;75691;114;663.96;197.47;280;600;650;750;1384
ROLANDIA;PR;1773592;2545;696.89;183.93;180;600;650;800;2454
ROLANTE;RS;486858;703;692.54;189.62;180;600;650;750;1594
ROLIM DE MOURA;RO;1250234;1784;700.8;203.74;205;600;700;800;1786
ROMARIA;MG;164639;238;691.76;141.69;230;600;700;750;1302
ROMELANDIA;SC;79476;119;667.87;189.46;255;600;650;750;1284
RONCADOR;PR;419196;632;663.28;185.6;205;600;650;794;1352
RONDA ALTA;RS;361543;539;670.77;177.5;205;590;650;750;1786
RONDINHA;RS;130666;197;663.28;144.75;230;600;650;750;1394
RONDOLANDIA;MT;229292;302;759.25;234.33;255;606;750;900;1586
RONDON;PR;264070;388;680.59;210.45;180;600;650;752;1686
RONDON DO PARA;PA;3367313;4750;708.91;160.38;205;600;700;782;2262
RONDONOPOLIS;MT;9992923;14438;692.13;196.13;180;600;650;800;2662
ROQUE GONZALES;RS;211740;314;674.33;177.26;205;600;650;750;1436
RORAINOPOLIS;RR;2794779;3881;720.12;193.62;50;600;700;800;2012
ROSANA;SP;987260;1496;659.93;160.84;205;600;650;750;1736
ROSARIO;MA;4100868;5732;715.43;200.66;180;640;700;800;2354
ROSARIO DA LIMEIRA;MG;229927;331;694.64;153.12;205;600;700;750;1310
ROSARIO DO CATETE;SE;1407637;2171;648.38;146.48;230;600;600;750;2012
ROSARIO DO IVAI;PR;386608;563;686.69;139.29;205;600;650;750;1260
ROSARIO DO SUL;RS;2837964;4418;642.36;145.15;180;600;600;750;1778
ROSARIO OESTE;MT;1594957;2329;684.82;160.14;205;600;650;750;1636
ROSEIRA;SP;669144;955;700.67;165.45;280;600;650;750;1650
ROTEIRO;AL;1170528;1776;659.08;149.62;205;600;632;750;1684
RUBELITA;MG;793692;1197;663.07;138.99;205;600;650;750;1626
RUBIACEA;SP;139826;203;688.8;177.21;230;600;650;750;1746
RUBIATABA;GO;818655;1189;688.52;163.53;180;600;650;800;1494
RUBIM;MG;754846;1136;664.48;161.64;205;600;600;750;1594
RUBINEIA;SP;92788;141;658.07;204.49;205;600;650;754;1302
RUROPOLIS;PA;3330460;4633;718.86;194.29;180;600;700;800;2112
RUSSAS;CE;6077435;9160;663.48;155.98;180;600;650;750;2170
RUY BARBOSA;BA;4071954;6191;657.72;151.67;180;600;600;750;1886
RUY BARBOSA;RN;341740;525;650.93;153.5;205;600;600;750;1374
SABARA;MG;6163761;8929;690.31;168.97;180;600;650;750;2162
SABAUDIA;PR;228600;326;701.23;163.2;325;600;650;800;1344
SABINO;SP;203942;308;662.15;194.35;180;600;650;750;1336
SABINOPOLIS;MG;1105414;1611;686.17;180.18;180;600;650;750;2196
SABOEIRO;CE;1900288;2851;666.53;162.9;205;600;630;750;2128
SACRAMENTO;MG;768632;1082;710.38;203.04;205;600;700;800;1970
SAGRADA FAMILIA;RS;141281;209;675.99;134.86;300;600;650;750;1252
SAGRES;SP;84481;140;603.44;174.23;300;480;600;690;1176
SAIRE;PE;1767773;2774;637.26;133.23;180;600;600;690;2412
SALDANHA MARINHO;RS;41838;63;664.1;125.34;325;600;650;750;1102
SALES;SP;439817;659;667.4;141.71;205;600;640;750;1436
SALES OLIVEIRA;SP;263723;385;684.99;170.54;300;600;650;760;1402
SALESOPOLIS;SP;779000;1107;703.7;203.33;205;600;700;800;1978
SALETE;SC;61469;87;706.54;303.18;300;450;650;800;1636
SALGADINHO;PB;475720;686;693.47;159.93;300;600;650;750;1586
SALGADINHO;PE;966185;1419;680.89;136.24;300;600;650;750;1644
SALGADO;SE;2927844;4352;672.76;140.61;205;600;650;750;1694
SALGADO DE SAO FELIX;PB;1512071;2219;681.42;178.31;205;600;650;750;2104
SALGADO FILHO;PR;90083;139;648.08;182.36;205;580;650;750;1210
SALGUEIRO;PE;6954947;10386;669.65;153.05;180;600;650;750;2306
SALINAS;MG;3104922;4687;662.45;146.78;180;600;650;750;2162
SALINAS DA MARGARIDA;BA;2716145;4123;658.78;117.58;205;600;640;750;1778
SALINOPOLIS;PA;3822353;5505;694.34;186.92;180;600;650;787;2120
SALITRE;CE;2471472;3444;717.62;171.26;245;600;700;800;1828
SALMOURAO;SP;244695;377;649.06;172.76;180;600;640;750;1534
SALOA;PE;2057139;2979;690.55;175.31;255;600;650;750;1928
SALTINHO;SC;131735;189;697.01;182.67;280;600;650;800;1486
SALTINHO;SP;86263;132;653.51;219.49;230;529;645;750;1494
SALTO;SP;2803307;3974;705.41;177.56;180;600;650;800;1736
SALTO DA DIVISA;MG;617918;966;639.67;166.27;205;600;600;700;1736
SALTO DE PIRAPORA;SP;1764687;2500;705.87;168.5;180;600;650;800;1828
SALTO DO CEU;MT;136325;193;706.35;191.35;280;600;710;800;1302
SALTO DO ITARARE;PR;263928;381;692.72;164.67;230;600;650;750;1444
SALTO DO JACUI;RS;981425;1547;634.41;119.06;280;600;600;700;1244
SALTO DO LONTRA;PR;473942;694;682.91;186.19;205;600;650;798;1636
SALTO GRANDE;SP;405913;608;667.62;173.85;202;600;650;750;1444
SALTO VELOSO;SC;70250;95;739.47;213.56;230;600;740;850;1344
SALVADOR;BA;186427094;288211;646.84;133.25;25;600;600;700;2562
SALVADOR DAS MISSOES;RS;16868;30;562.27;253.83;205;338;600;687;1160
SALVADOR DO SUL;RS;39051;54;723.17;161.91;280;612;725;800;1202
SALVATERRA;PA;4101019;6115;670.65;151.72;230;600;600;750;2070
SAMBAIBA;MA;890414;1277;697.27;163.29;325;600;650;750;1778
SAMPAIO;TO;724787;1043;694.91;188.08;213;600;650;783;1820
SANANDUVA;RS;102206;155;659.39;181.16;205;600;650;763;1144
SANCLERLANDIA;GO;168877;291;580.33;246.9;180;350;650;750;2120
SANDOLANDIA;TO;405942;565;718.48;168.12;205;600;700;800;1494
SANDOVALINA;SP;188943;281;672.4;197.25;205;600;650;750;1586
SANGAO;SC;222172;299;743.05;205.55;230;600;700;850;1526
SANHARO;PE;3494982;5327;656.09;141.07;205;600;600;700;1978
SANTA ADELIA;SP;552483;823;671.3;166.0;180;600;650;750;1928
SANTA ALBERTINA;SP;71410;110;649.18;245.01;205;440;650;781;1586
SANTA AMELIA;PR;164488;241;682.52;225.48;230;590;650;800;1728
SANTA BARBARA;BA;3873536;5889;657.76;130.67;205;600;600;740;1636
SANTA BARBARA;MG;1758740;2516;699.02;156.65;205;600;650;750;1736
SANTA BARBARA D'OESTE;SP;3040527;4330;702.2;178.47;180;600;682;800;2220
SANTA BARBARA DE GOIAS;GO;382471;577;662.86;175.21;205;600;650;750;1352
SANTA BARBARA DO LESTE;MG;892450;1285;694.51;139.69;288;600;650;750;1520
SANTA BARBARA DO MONTE VERDE;MG;219596;322;681.98;192.41;230;600;650;750;1886
SANTA BARBARA DO PARA;PA;2471306;3701;667.74;170.05;180;600;650;750;2400
SANTA BARBARA DO SUL;RS;291499;439;664.01;183.77;205;600;650;750;1686
SANTA BARBARA DO TUGURIO;MG;192831;285;676.6;172.32;325;600;650;750;1444
SANTA BRANCA;SP;751376;1094;686.82;186.32;205;600;650;750;1994
SANTA BRIGIDA;BA;1991998;2892;688.8;159.21;205;600;650;750;1685
SANTA CARMEM;MT;233273;334;698.42;250.63;205;600;686;800;2170
SANTA CECILIA;PB;1067328;1521;701.73;154.8;180;600;650;760;1812
SANTA CECILIA;SC;810551;1153;702.99;201.27;180;600;690;800;1736
SANTA CECILIA DO PAVAO;PR;159502;232;687.51;171.95;325;600;650;750;1594
SANTA CECILIA DO SUL;RS;30122;43;700.51;250.51;280;600;700;800;1352
SANTA CLARA D'OESTE;SP;83660;126;663.97;211.93;255;600;650;750;2320
SANTA CLARA DO SUL;RS;19259;29;664.1;224.86;280;475;600;900;1060
SANTA CRUZ;PB;729357;1109;657.67;141.46;280;600;606;750;2162
SANTA CRUZ;PE;2008302;2961;678.25;156.86;205;600;650;750;1812
SANTA CRUZ;RN;3599538;5310;677.88;157.75;180;600;650;750;1820
SANTA CRUZ CABRALIA;BA;3508543;5079;690.79;169.4;180;600;650;750;1946
SANTA CRUZ DA BAIXA VERDE;PE;1492006;2091;713.54;167.63;288;600;650;800;2020
SANTA CRUZ DA CONCEICAO;SP;137473;198;694.31;185.09;280;600;650;771;1402
SANTA CRUZ DA ESPERANCA;SP;65328;96;680.5;194.43;205;600;650;760;1352
SANTA CRUZ DA VITORIA;BA;866890;1373;631.38;135.08;180;600;600;650;1586
SANTA CRUZ DAS PALMEIRAS;SP;993361;1427;696.12;193.41;180;600;690;800;1860
SANTA CRUZ DE GOIAS;GO;201410;288;699.34;173.69;255;600;650;750;1810
SANTA CRUZ DE MINAS;MG;478814;707;677.25;163.92;255;600;650;750;1686
SANTA CRUZ DE MONTE CASTELO;PR;341170;543;628.31;204.68;180;490;650;750;1636
SANTA CRUZ DE SALINAS;MG;433859;630;688.67;163.77;300;600;650;750;1970
SANTA CRUZ DO ARARI;PA;1319430;1833;719.82;207.68;205;600;650;800;2696
SANTA CRUZ DO CAPIBARIBE;PE;14711040;21991;668.96;127.6;180;600;650;750;2504
SANTA CRUZ DO ESCALVADO;MG;349309;510;684.92;144.82;205;600;650;750;1644
SANTA CRUZ DO PIAUI;PI;843787;1246;677.2;126.05;300;600;650;750;1544
SANTA CRUZ DO RIO PARDO;SP;1448233;2108;687.02;175.28;180;600;650;750;1596
SANTA CRUZ DO SUL;RS;3348106;4936;678.3;155.89;180;600;650;750;1910
SANTA CRUZ DO XINGU;MT;155333;202;768.98;208.76;238;620;750;860;1544
SANTA CRUZ DOS MILAGRES;PI;364601;536;680.23;140.88;205;600;650;750;1778
SANTA EFIGENIA DE MINAS;MG;497039;696;714.14;166.41;300;600;650;760;2028
SANTA ERNESTINA;SP;282106;405;696.56;155.29;263;600;650;760;1452
SANTA FE;PR;164414;259;634.8;235.07;205;455;650;750;1452
SANTA FE DE GOIAS;GO;233386;331;705.09;163.82;255;600;700;800;1302
SANTA FE DE MINAS;MG;539063;816;660.62;150.39;230;600;600;750;1398
SANTA FE DO ARAGUAIA;TO;440018;600;733.36;223.56;230;600;740;817;1970
SANTA FE DO SUL;SP;722617;1046;690.84;193.66;180;600;650;791;1594
SANTA FILOMENA;PE;1957362;2849;687.03;173.41;205;600;650;750;1762
SANTA FILOMENA;PI;863881;1218;709.26;186.16;205;600;672;800;2246
SANTA FILOMENA DO MARANHAO;MA;978371;1377;710.51;175.81;205;600;700;800;2362
SANTA GERTRUDES;SP;332512;494;673.1;198.24;180;600;650;800;1636
SANTA HELENA;MA;5969573;8845;674.91;128.98;230;600;618;750;2040
SANTA HELENA;PB;1002081;1521;658.83;130.5;300;600;600;740;1444
SANTA HELENA;PR;606052;869;697.41;226.73;180;600;650;800;1786
SANTA HELENA;SC;17326;25;693.04;264.28;230;526;640;850;1352
SANTA HELENA DE GOIAS;GO;1674033;2306;725.95;175.28;180;650;700;800;2028
SANTA HELENA DE MINAS;MG;1141185;1654;689.95;188.99;205;600;605;750;2162
SANTA INES;BA;1625770;2504;649.27;144.27;255;600;600;700;1728
SANTA INES;MA;8259975;11463;720.58;166.98;50;600;700;800;2454
SANTA INES;PB;622884;910;684.49;132.2;300;600;650;750;1536
SANTA INES;PR;92855;133;698.16;161.93;440;600;650;753;1394
SANTA ISABEL;GO;291909;433;674.15;154.53;280;600;650;750;1636
SANTA ISABEL;SP;2695691;3887;693.51;157.78;180;600;650;750;1778
SANTA ISABEL DO IVAI;PR;247562;361;685.77;206.49;205;600;650;800;1352
SANTA ISABEL DO PARA;PA;5370969;7845;684.64;159.27;180;600;650;750;2104
SANTA ISABEL DO RIO NEGRO;AM;1867274;2418;772.24;256.94;180;600;716;860;2262
SANTA IZABEL DO OESTE;PR;246430;375;657.15;224.9;205;490;650;800;1586
SANTA JULIANA;MG;420828;561;750.14;189.2;205;650;750;800;2070
SANTA LEOPOLDINA;ES;920722;1351;681.51;153.97;213;600;650;750;1644
SANTA LUCIA;PR;140610;206;682.57;178.5;300;600;650;750;1538
SANTA LUCIA;SP;156751;226;693.59;187.87;230;600;650;800;1552
SANTA LUZ;PI;1053698;1584;665.21;130.62;230;600;650;750;1536
SANTA LUZIA;BA;1864873;2843;655.95;164.35;180;600;600;740;1736
SANTA LUZIA;MA;7588419;10233;741.56;186.5;180;650;750;800;2354
SANTA LUZIA;MG;12653019;18683;677.25;161.14;180;600;650;750;2028
SANTA LUZIA;PB;1747375;2690;649.58;141.46;180;600;600;740;1978
SANTA LUZIA D'OESTE;RO;387593;547;708.58;164.27;255;600;700;800;1644
SANTA LUZIA DO ITANHY;SE;2196319;3189;688.72;172.45;280;600;650;750;1978
SANTA LUZIA DO NORTE;AL;866522;1266;684.46;166.53;230;600;650;750;2128
SANTA LUZIA DO PARA;PA;3477650;4935;704.69;153.05;300;600;650;750;2128
SANTA LUZIA DO PARUA;MA;3462633;4866;711.6;160.78;180;600;670;781;1978
SANTA MARGARIDA;MG;1605474;2305;696.52;154.27;205;600;650;800;1736
SANTA MARGARIDA DO SUL;RS;153587;222;691.83;150.42;300;600;650;750;1352
SANTA MARIA;RN;776307;1226;633.2;164.54;205;540;600;700;1644
SANTA MARIA;RS;9697558;14162;684.76;165.31;180;600;650;750;1836
SANTA MARIA DA BOA VISTA;PE;9719400;14594;665.99;142.63;205;600;600;750;2170
SANTA MARIA DA SERRA;SP;323986;466;695.25;176.36;205;600;650;750;1686
SANTA MARIA DA VITORIA;BA;6409613;9822;652.58;132.26;205;600;600;700;1828
SANTA MARIA DAS BARREIRAS;PA;1636848;2274;719.81;212.65;180;600;700;800;1988
SANTA MARIA DE ITABIRA;MG;462991;663;698.33;210.72;205;600;650;786;1828
SANTA MARIA DE JETIBA;ES;1252241;1829;684.66;205.71;205;600;700;800;1736
SANTA MARIA DO CAMBUCA;PE;2911520;4388;663.52;116.35;300;600;600;700;1686
SANTA MARIA DO HERVAL;RS;44863;62;723.6;188.59;440;600;650;800;1352
SANTA MARIA DO OESTE;PR;767184;1114;688.68;179.79;180;600;650;760;1554
SANTA MARIA DO PARA;PA;2706344;3940;686.89;160.16;180;600;650;750;1636
SANTA MARIA DO SALTO;MG;651925;974;669.33;134.65;205;600;600;750;1536
SANTA MARIA DO SUACUI;MG;1308753;1923;680.58;146.84;180;600;650;750;1686
SANTA MARIA DO TOCANTINS;TO;209536;302;693.83;202.76;230;600;650;750;1644
SANTA MARIA MADALENA;RJ;552726;795;695.25;174.1;255;600;650;750;1636
SANTA MARIANA;PR;586865;911;644.2;200.69;180;590;650;750;1628
SANTA MERCEDES;SP;130591;194;673.15;200.06;205;600;640;750;1836
SANTA MONICA;PR;223732;325;688.41;167.8;325;600;650;750;1494
SANTA QUITERIA;CE;5792726;8854;654.25;138.54;180;600;600;750;1962
SANTA QUITERIA DO MARANHAO;MA;4703556;6262;751.13;212.22;230;600;700;800;2854
SANTA RITA;MA;5231646;7343;712.47;164.16;50;600;650;750;2254
SANTA RITA;PB;12094379;17705;683.11;166.75;180;600;650;750;1978
SANTA RITA D'OESTE;SP;32015;49;653.37;176.09;230;600;650;750;1252
SANTA RITA DE CALDAS;MG;277940;399;696.59;158.24;255;600;650;750;1678
SANTA RITA DE CASSIA;BA;5464677;8134;671.83;152.06;180;600;600;750;2262
SANTA RITA DE IBITIPOCA;MG;216285;306;706.81;161.24;300;600;650;800;1402
SANTA RITA DE JACUTINGA;MG;358143;538;665.69;136.95;180;600;642;750;1494
SANTA RITA DE MINAS;MG;415351;577;719.85;172.32;205;600;700;800;1454
SANTA RITA DO ARAGUAIA;GO;408635;580;704.54;156.43;280;600;650;784;1494
SANTA RITA DO ITUETO;MG;632299;915;691.04;146.53;300;600;650;750;1536
SANTA RITA DO NOVO DESTINO;GO;208917;299;698.72;162.69;230;600;650;800;1402
SANTA RITA DO PARDO;MS;243777;352;692.55;204.74;230;600;650;750;1736
SANTA RITA DO PASSA QUATRO;SP;740954;1096;676.05;179.89;205;600;650;750;1544
SANTA RITA DO SAPUCAI;MG;1122541;1656;677.86;219.15;180;600;650;792;2204
SANTA RITA DO TOCANTINS;TO;110310;156;707.12;242.13;205;600;650;810;1454
SANTA RITA DO TRIVELATO;MT;225214;300;750.71;201.6;325;600;750;850;1494
SANTA ROSA;RS;1189240;1766;673.41;188.57;205;600;650;750;1694
SANTA ROSA DA SERRA;MG;236696;338;700.28;162.26;300;600;650;750;1936
SANTA ROSA DE GOIAS;GO;212026;315;673.1;139.33;325;600;650;750;1402
SANTA ROSA DE LIMA;SC;24168;33;732.36;237.58;255;600;700;800;1394
SANTA ROSA DE LIMA;SE;517131;769;672.47;172.09;205;600;650;750;2304
SANTA ROSA DE VITERBO;SP;650746;976;666.75;186.91;205;600;650;750;1720
SANTA ROSA DO PIAUI;PI;719880;1065;675.94;143.17;300;600;650;750;1644
SANTA ROSA DO PURUS;AC;1103172;1231;896.16;349.1;230;650;800;1073;2312
SANTA ROSA DO SUL;SC;341985;475;719.97;199.6;205;600;700;800;1728
SANTA ROSA DO TOCANTINS;TO;505804;692;730.93;218.79;180;600;696;806;1686
SANTA SALETE;SP;36608;56;653.71;174.53;255;600;650;750;1052
SANTA TERESA;ES;639027;882;724.52;196.31;255;600;700;800;1836
SANTA TERESINHA;BA;1228406;1854;662.57;150.86;180;600;640;750;1678
SANTA TERESINHA;PB;789205;1191;662.64;136.04;205;600;600;750;1920
SANTA TEREZA;RS;7918;13;609.08;238.92;255;440;650;650;1110
SANTA TEREZA DE GOIAS;GO;221161;331;668.16;149.49;230;600;650;750;1402
SANTA TEREZA DO OESTE;PR;553842;761;727.78;203.13;205;600;750;800;1786
SANTA TEREZA DO TOCANTINS;TO;203905;257;793.4;260.43;255;600;750;900;2354
SANTA TEREZINHA;MT;558205;795;702.14;223.41;205;600;650;800;1858
SANTA TEREZINHA;PE;1408607;2078;677.87;151.65;205;600;650;750;2788
SANTA TEREZINHA;SC;127220;180;706.78;196.02;230;600;700;800;1778
SANTA TEREZINHA DE GOIAS;GO;1152491;1684;684.38;154.33;205;600;650;750;2266
SANTA TEREZINHA DE ITAIPU;PR;577052;791;729.52;215.58;230;600;710;800;2120
SANTA TEREZINHA DO PROGRESSO;SC;68519;98;699.17;219.87;300;600;650;850;1486
SANTA TEREZINHA DO TOCANTINS;TO;174227;260;670.1;194.88;205;600;650;750;1536
SANTA VITORIA;MG;1005398;1467;685.34;149.4;255;600;650;750;1644
SANTA VITORIA DO PALMAR;RS;1477192;2193;673.59;163.48;180;600;650;750;1786
SANTALUZ;BA;5792938;8767;660.77;139.54;180;600;650;750;2220
SANTANA;AP;15482238;22011;703.39;169.41;180;600;650;750;2412
SANTANA;BA;2833074;4120;687.64;182.18;180;600;650;750;3022
SANTANA DA BOA VISTA;RS;550085;823;668.39;149.16;205;600;650;750;1736
SANTANA DA PONTE PENSA;SP;53787;77;698.53;122.3;350;650;650;760;1152
SANTANA DA VARGEM;MG;252891;407;621.35;202.69;180;477;650;750;1244
SANTANA DE CATAGUASES;MG;257150;398;646.11;148.42;205;600;600;750;1376
SANTANA DE MANGUEIRA;PB;601369;868;692.82;146.8;230;600;650;750;1678
SANTANA DE PARNAIBA;SP;4730726;6679;708.3;173.3;205;600;690;800;2496
SANTANA DE PIRAPAMA;MG;465204;673;691.24;154.75;300;600;650;750;1336
SANTANA DO ACARAU;CE;4844769;7328;661.13;155.56;205;600;600;750;2160
SANTANA DO ARAGUAIA;PA;4563635;6498;702.31;162.33;205;600;650;750;2110
SANTANA DO CARIRI;CE;2546268;3653;697.03;169.85;205;600;650;750;2036
SANTANA DO DESERTO;MG;171698;269;638.28;209.09;205;540;640;750;1586
SANTANA DO GARAMBEU;MG;209733;307;683.17;145.8;280;600;650;750;1152
SANTANA DO IPANEMA;AL;6734268;9838;684.52;161.08;180;600;650;750;2544
SANTANA DO ITARARE;PR;222794;339;657.21;197.3;205;600;640;750;1736
SANTANA DO JACARE;MG;341910;523;653.75;148.18;205;600;600;750;1486
SANTANA DO LIVRAMENTO;RS;5510025;8115;678.99;162.27;205;600;650;750;2604
SANTANA DO MANHUACU;MG;752880;1056;712.95;169.25;280;600;700;800;1544
SANTANA DO MARANHAO;MA;1319660;1803;731.92;186.14;300;600;700;800;2112
SANTANA DO MATOS;RN;1314602;2053;640.33;138.61;180;600;600;700;1678
SANTANA DO MUNDAU;AL;1651309;2317;712.69;171.45;230;600;650;800;2070
SANTANA DO PARAISO;MG;1714575;2517;681.2;180.99;180;600;650;750;2052
SANTANA DO PIAUI;PI;445588;665;670.06;150.94;180;600;650;750;1578
SANTANA DO RIACHO;MG;353974;512;691.36;162.55;205;600;650;750;1428
SANTANA DO SAO FRANCISCO;SE;1330475;1925;691.16;148.09;255;600;650;750;1868
SANTANA DO SERIDO;RN;234984;362;649.13;156.75;180;600;650;750;1402
SANTANA DOS GARROTES;PB;890591;1296;687.18;161.63;230;600;650;750;2696
SANTANA DOS MONTES;MG;322145;467;689.82;124.84;325;600;650;750;1436
SANTANOPOLIS;BA;1495413;2263;660.81;140.16;230;600;621;740;2279
SANTAREM;PA;33307255;44570;747.3;224.04;180;600;700;800;2888
SANTAREM NOVO;PA;1249390;1900;657.57;154.19;180;600;600;750;1502
SANTIAGO;RS;1270308;1938;655.47;178.82;180;600;650;750;1686
SANTIAGO DO SUL;SC;32733;49;668.02;188.33;300;600;650;750;1202
SANTO AFONSO;MT;212660;301;706.51;178.16;230;600;650;800;1544
SANTO AMARO;BA;9321079;14508;642.48;127.38;180;600;600;700;1890
SANTO AMARO DA IMPERATRIZ;SC;462863;650;712.1;182.76;230;600;700;800;1676
SANTO AMARO DAS BROTAS;SE;1873886;2842;659.35;137.2;180;600;640;750;1744
SANTO AMARO DO MARANHAO;MA;2550988;3524;723.89;190.43;300;600;650;760;2312
SANTO ANASTACIO;SP;816616;1233;662.3;160.93;180;600;640;750;1636
SANTO ANDRE;PB;311109;475;654.97;148.5;180;600;600;740;1678
SANTO ANDRE;SP;25673905;37937;676.75;147.79;180;600;650;750;2696
SANTO ANGELO;RS;2434742;3565;682.96;200.5;180;600;650;763;2128
SANTO ANTONIO;RN;2989357;4508;663.12;135.21;205;600;650;750;1878
SANTO ANTONIO DA ALEGRIA;SP;368068;531;693.16;172.2;180;600;650;786;1460
SANTO ANTONIO DA BARRA;GO;137512;208;661.12;189.03;205;600;650;767;1252
SANTO ANTONIO DA PATRULHA;RS;1706749;2518;677.82;159.87;180;600;650;750;2220
SANTO ANTONIO DA PLATINA;PR;1784812;2548;700.48;197.84;50;600;650;800;1970
SANTO ANTONIO DAS MISSOES;RS;786668;1150;684.06;146.55;205;600;650;750;1672
SANTO ANTONIO DE GOIAS;GO;512041;774;661.55;188.08;205;600;650;750;1452
SANTO ANTONIO DE JESUS;BA;10002659;15482;646.08;127.04;180;600;600;700;1778
SANTO ANTONIO DE LISBOA;PI;960558;1436;668.91;127.91;325;600;600;750;1644
SANTO ANTONIO DE PADUA;RJ;2264802;3323;681.55;145.78;180;600;650;750;1602
SANTO ANTONIO DE POSSE;SP;852660;1269;671.91;185.95;205;600;650;800;1554
SANTO ANTONIO DO AMPARO;MG;1201804;1785;673.28;153.46;205;600;650;750;1636
SANTO ANTONIO DO ARACANGUA;SP;486994;723;673.57;137.12;255;600;650;750;1402
SANTO ANTONIO DO AVENTUREIRO;MG;283339;432;655.88;141.57;255;600;600;750;1486
SANTO ANTONIO DO CAIUA;PR;105140;160;657.12;187.97;205;600;626;750;1636
SANTO ANTONIO DO DESCOBERTO;GO;6104308;8843;690.3;176.67;180;600;650;750;2128
SANTO ANTONIO DO GRAMA;MG;225554;346;651.89;191.56;180;600;650;750;1344
SANTO ANTONIO DO ICA;AM;3612515;4036;895.07;383.07;205;650;800;1102;3614
SANTO ANTONIO DO ITAMBE;MG;399282;573;696.83;155.55;325;600;650;750;1636
SANTO ANTONIO DO JACINTO;MG;1081888;1555;695.75;154.61;238;600;650;750;1962
SANTO ANTONIO DO JARDIM;SP;140805;196;718.39;223.77;230;600;700;800;1444
SANTO ANTONIO DO LESTE;MT;313585;383;818.76;259.32;325;650;750;900;2070
SANTO ANTONIO DO LEVERGER;MT;1542409;2138;721.43;202.35;180;600;700;800;1836
SANTO ANTONIO DO MONTE;MG;603251;863;699.02;225.04;205;600;650;800;1886
SANTO ANTONIO DO PALMA;RS;14048;22;638.55;221.99;325;443;650;800;1202
SANTO ANTONIO DO PARAISO;PR;88416;129;685.4;164.5;230;600;650;760;1302
SANTO ANTONIO DO PINHAL;SP;258029;384;671.95;212.18;205;600;650;800;1594
SANTO ANTONIO DO PLANALTO;RS;36157;55;657.4;156.54;255;600;650;710;1192
SANTO ANTONIO DO RETIRO;MG;1270460;1866;680.85;119.11;325;600;650;750;1486
SANTO ANTONIO DO RIO ABAIXO;MG;154691;232;666.77;158.64;300;600;600;712;1636
SANTO ANTONIO DO SUDOESTE;PR;715482;1015;704.91;188.95;205;600;700;800;1978
SANTO ANTONIO DO TAUA;PA;3642594;5316;685.21;163.35;180;600;650;750;1912
SANTO ANTONIO DOS LOPES;MA;2072180;3001;690.5;158.55;205;600;650;750;1862
SANTO ANTONIO DOS MILAGRES;PI;228968;323;708.88;224.59;180;600;650;800;1954
SANTO AUGUSTO;RS;455639;674;676.02;168.25;230;600;650;750;1344
SANTO CRISTO;RS;225987;318;710.65;188.51;300;610;700;800;1594
SANTO ESTEVAO;BA;5284614;7800;677.51;166.63;205;600;650;750;2028
SANTO EXPEDITO;SP;128781;201;640.7;153.76;255;600;600;700;1552
SANTO EXPEDITO DO SUL;RS;33201;47;706.4;194.99;325;600;650;775;1302
SANTO HIPOLITO;MG;269819;392;688.31;157.67;300;600;650;750;1870
SANTO INACIO;PR;60743;95;639.4;201.72;255;485;609;775;1252
SANTO INACIO DO PIAUI;PI;530944;810;655.49;136.47;230;600;600;750;1694
SANTOPOLIS DO AGUAPEI;SP;218928;327;669.5;177.6;238;600;640;750;1644
SANTOS;SP;9478447;13816;686.05;166.69;180;600;650;750;2688
SANTOS DUMONT;MG;2108779;3158;667.76;161.87;180;600;650;750;1826
SAO BENEDITO;CE;5416830;7693;704.12;176.01;180;600;650;760;2454
SAO BENEDITO DO RIO PRETO;MA;3138877;4045;775.99;245.97;205;600;740;850;2404
SAO BENEDITO DO SUL;PE;1535759;2252;681.95;136.18;205;600;650;750;1736
SAO BENTINHO;PB;521935;772;676.08;157.76;205;600;650;750;1578
SAO BENTO;MA;5353976;7884;679.09;138.48;205;600;650;750;1960
