Municipio;UF;Total;count;mean;std;min;25%;50%;75%;max
SAO BENTO;PB;3930137;5888;667.48;129.83;180;600;650;750;2070
SAO BENTO ABADE;MG;290784;404;719.76;187.76;230;600;700;800;1586
SAO BENTO DO NORTE;RN;338352;507;667.36;209.43;180;590;650;750;1536
SAO BENTO DO SAPUCAI;SP;414914;595;697.33;191.12;280;600;650;750;1820
SAO BENTO DO SUL;SC;1275594;1816;702.42;200.64;205;600;650;800;2070
SAO BENTO DO TOCANTINS;TO;585404;806;726.31;208.33;205;600;700;800;1970
SAO BENTO DO TRAIRI;RN;659933;979;674.09;138.63;180;600;650;750;1920
SAO BENTO DO UNA;PE;7331533;10923;671.2;158.21;180;600;600;750;2104
SAO BERNARDINO;SC;60507;86;703.57;230.15;280;600;650;800;1544
SAO BERNARDO;MA;4603674;6595;698.06;176.55;180;600;650;750;2370
SAO BERNARDO DO CAMPO;SP;27356807;40298;678.86;142.73;180;600;650;750;2170
SAO BONIFACIO;SC;69005;103;669.95;159.65;300;600;650;750;1460
SAO BORJA;RS;1565764;2288;684.34;203.31;180;600;650;800;1778
SAO BRAS;AL;888199;1246;712.84;172.69;300;600;650;800;1920
SAO BRAS DO SUACUI;MG;189147;276;685.32;171.58;300;600;650;750;1552
SAO BRAZ DO PIAUI;PI;786443;1222;643.57;135.29;180;600;600;700;1402
SAO CAETANO DE ODIVELAS;PA;2065229;2994;689.79;185.94;180;600;650;750;2154
SAO CAETANO DO SUL;SP;1452010;2186;664.23;160.69;205;600;650;750;1636
SAO CAITANO;PE;5080558;7562;671.85;144.1;180;600;650;750;2370
SAO CARLOS;SC;145844;219;665.95;194.8;180;600;650;790;1344
SAO CARLOS;SP;6964197;10115;688.5;168.18;180;600;650;750;1786
SAO CARLOS DO IVAI;PR;366020;533;686.72;159.21;205;600;650;760;1310
SAO CRISTOVAO;SE;8820441;13300;663.19;158.23;180;600;640;750;1848
SAO CRISTOVAO DO SUL;SC;213717;303;705.34;202.03;205;600;690;800;1576
SAO DESIDERIO;BA;4650593;6811;682.81;150.81;180;600;650;750;1928
SAO DOMINGOS;BA;1485184;2314;641.83;112.79;205;600;600;650;1518
SAO DOMINGOS;GO;1020513;1486;686.75;162.4;180;600;650;750;1818
SAO DOMINGOS;SC;318731;460;692.89;183.79;180;600;690;800;1344
SAO DOMINGOS;SE;1358218;2003;678.09;132.75;280;600;650;750;1828
SAO DOMINGOS DAS DORES;MG;393497;603;652.57;180.82;205;600;650;750;1578
SAO DOMINGOS DE POMBAL;PB;329442;494;666.89;136.39;205;600;650;750;1286
SAO DOMINGOS DO ARAGUAIA;PA;2754396;3884;709.16;165.52;280;600;690;758;2404
SAO DOMINGOS DO AZEITAO;MA;1353305;1918;705.58;169.84;205;600;650;750;1928
SAO DOMINGOS DO CAPIM;PA;5338186;7492;712.52;192.61;180;600;650;750;2462
SAO DOMINGOS DO CARIRI;PB;300170;450;667.04;170.92;205;600;645;750;1486
SAO DOMINGOS DO MARANHAO;MA;4873960;6869;709.56;160.35;180;600;650;800;1936
SAO DOMINGOS DO NORTE;ES;513102;739;694.32;175.49;230;600;650;760;1678
SAO DOMINGOS DO PRATA;MG;806201;1192;676.34;181.04;205;600;650;750;1870
SAO DOMINGOS DO SUL;RS;4745;12;395.42;87.11;300;328;362;451;530
SAO FELIPE;BA;2948946;4525;651.7;114.49;180;600;600;710;1444
SAO FELIPE D'OESTE;RO;108634;163;666.47;207.28;255;565;690;750;1444
SAO FELIX;BA;1578304;2480;636.41;125.29;280;600;600;700;1636
SAO FELIX DE BALSAS;MA;606106;891;680.25;178.75;205;600;650;750;1736
SAO FELIX DE MINAS;MG;299348;441;678.79;140.69;280;600;650;750;1302
SAO FELIX DO ARAGUAIA;MT;447872;604;741.51;249.44;230;600;700;802;2028
SAO FELIX DO CORIBE;BA;2035616;3048;667.85;148.84;180;600;650;750;1962
SAO FELIX DO PIAUI;PI;270156;408;662.15;150.76;180;600;650;750;1352
SAO FELIX DO TOCANTINS;TO;144708;188;769.72;272.57;300;600;700;900;1636
SAO FELIX DO XINGU;PA;7176363;9810;731.54;190.45;180;600;700;800;2124
SAO FERNANDO;RN;334579;545;613.91;135.91;230;540;600;650;1522
SAO FIDELIS;RJ;2867983;4323;663.42;149.29;180;600;640;750;2170
SAO FRANCISCO;MG;6994263;10064;694.98;171.13;180;600;650;750;2370
SAO FRANCISCO;PB;359587;548;656.18;124.48;263;600;600;750;1352
SAO FRANCISCO;SE;500059;761;657.11;139.04;230;600;600;740;1862
SAO FRANCISCO;SP;97128;140;693.77;175.5;325;600;650;750;1582
SAO FRANCISCO DE ASSIS;RS;1073632;1640;654.65;145.44;205;600;640;750;1644
SAO FRANCISCO DE ASSIS DO PIAUI;PI;1075049;1579;680.84;151.26;300;600;650;750;1870
SAO FRANCISCO DE GOIAS;GO;581726;822;707.7;146.2;300;600;650;760;1828
SAO FRANCISCO DE ITABAPOANA;RJ;4972750;7427;669.55;160.08;50;600;650;750;2102
SAO FRANCISCO DE PAULA;MG;278759;424;657.45;158.66;180;600;650;750;1636
SAO FRANCISCO DE PAULA;RS;759261;1070;709.59;194.26;180;600;691;800;1736
SAO FRANCISCO DE SALES;MG;377008;575;655.67;142.42;230;600;650;750;1720
SAO FRANCISCO DO BREJAO;MA;1135720;1616;702.8;160.18;180;600;694;750;1836
SAO FRANCISCO DO CONDE;BA;5364095;8102;662.07;147.28;180;600;640;750;2120
SAO FRANCISCO DO GLORIA;MG;188509;266;708.68;190.03;300;600;650;800;1778
SAO FRANCISCO DO GUAPORE;RO;930962;1318;706.34;192.17;180;640;700;800;1920
SAO FRANCISCO DO MARANHAO;MA;1950328;2755;707.92;190.31;205;600;650;750;2354
SAO FRANCISCO DO OESTE;RN;485496;759;639.65;124.65;205;600;600;700;1352
SAO FRANCISCO DO PARA;PA;2034123;2946;690.47;140.95;180;600;650;750;1444
SAO FRANCISCO DO PIAUI;PI;1005683;1534;655.6;133.46;205;600;600;700;1636
SAO FRANCISCO DO SUL;SC;1196951;1712;699.15;205.61;25;600;650;800;2312
SAO GABRIEL;BA;2305974;3478;663.02;153.47;180;600;650;750;1870
SAO GABRIEL;RS;2055410;3150;652.51;202.26;180;577;650;750;1778
SAO GABRIEL DA CACHOEIRA;AM;6399189;7216;886.81;299.39;205;700;800;1044;2796
SAO GABRIEL DA PALHA;ES;1273187;1917;664.16;190.28;180;600;650;750;2070
SAO GABRIEL DO OESTE;MS;763789;1139;670.58;240.61;205;475;690;800;2362
SAO GERALDO;MG;673523;1013;664.88;141.37;255;600;650;750;1317
SAO GERALDO DA PIEDADE;MG;374712;547;685.03;133.93;325;600;650;750;1436
SAO GERALDO DO ARAGUAIA;PA;2921354;4103;712.0;176.23;180;600;700;800;2554
SAO GERALDO DO BAIXIO;MG;315305;495;636.98;147.34;205;600;600;700;1194
SAO GONCALO;RJ;55539356;84012;661.09;132.75;180;600;640;750;2754
SAO GONCALO DO ABAETE;MG;553051;807;685.32;150.78;205;600;650;750;1694
SAO GONCALO DO AMARANTE;CE;5443405;7975;682.56;164.83;205;600;650;750;2254
SAO GONCALO DO AMARANTE;RN;11607372;17679;656.56;142.58;180;600;640;750;2352
SAO GONCALO DO GURGUEIA;PI;415807;605;687.28;157.5;280;600;650;750;1508
SAO GONCALO DO PARA;MG;394191;552;714.11;178.52;255;600;700;800;1494
SAO GONCALO DO PIAUI;PI;726777;1108;655.94;156.94;205;600;600;750;1636
SAO GONCALO DO RIO ABAIXO;MG;562534;834;674.5;188.75;205;600;650;750;1836
SAO GONCALO DO RIO PRETO;MG;290476;445;652.76;135.74;300;600;600;750;1202
SAO GONCALO DO SAPUCAI;MG;1365045;1931;706.91;184.71;205;600;650;800;2133
SAO GONCALO DOS CAMPOS;BA;3052974;4502;678.14;169.91;180;600;650;750;2104
SAO GOTARDO;MG;1216818;1768;688.25;228.86;205;590;700;800;1778
SAO JERONIMO;RS;1163431;1768;658.05;162.18;180;600;650;750;1828
SAO JERONIMO DA SERRA;PR;550183;792;694.68;208.65;180;600;650;800;1736
SAO JOAO;PE;3370749;4973;677.81;159.2;230;600;650;750;2362
SAO JOAO;PR;311663;451;691.05;195.29;205;600;650;800;1636
SAO JOAO BATISTA;MA;4316135;6503;663.71;126.0;50;600;650;750;1850
SAO JOAO BATISTA;SC;573876;843;680.75;223.3;205;590;650;800;2020
SAO JOAO BATISTA DO GLORIA;MG;168011;224;750.05;241.58;255;600;740;860;1928
SAO JOAO D'ALIANCA;GO;875884;1181;741.65;209.67;205;640;700;800;1886
SAO JOAO DA BALIZA;RR;869103;1183;734.66;200.3;180;600;700;800;2120
SAO JOAO DA BARRA;RJ;4268297;6369;670.17;139.08;180;600;640;750;2120
SAO JOAO DA BOA VISTA;SP;1419130;2016;703.93;206.96;180;600;650;800;1978
SAO JOAO DA CANABRAVA;PI;708570;1070;662.21;131.52;300;600;600;750;1502
SAO JOAO DA FRONTEIRA;PI;861103;1221;705.24;170.24;300;600;650;750;1828
SAO JOAO DA LAGOA;MG;715068;1075;665.18;151.17;205;600;600;750;1786
SAO JOAO DA MATA;MG;186236;264;705.44;137.98;325;600;675;750;1352
SAO JOAO DA PARAUNA;GO;83123;126;659.71;176.08;205;600;650;780;1052
SAO JOAO DA PONTA;PA;963885;1416;680.71;189.53;205;600;650;750;2454
SAO JOAO DA PONTE;MG;2821730;4133;682.73;162.62;180;600;650;750;2120
SAO JOAO DA SERRA;PI;917876;1327;691.69;146.25;300;600;650;750;2070
SAO JOAO DA URTIGA;RS;42955;73;588.42;196.85;313;375;600;750;1060
SAO JOAO DA VARJOTA;PI;715733;1080;662.72;141.96;213;600;640;750;1736
SAO JOAO DAS DUAS PONTES;SP;53089;80;663.61;218.92;205;540;650;750;1436
SAO JOAO DAS MISSOES;MG;1854585;2577;719.67;218.58;205;600;650;800;2262
SAO JOAO DE IRACEMA;SP;37628;56;671.93;206.28;300;600;650;812;1244
SAO JOAO DE MERITI;RJ;25691290;38460;668.0;146.31;180;600;650;750;2996
SAO JOAO DE PIRABAS;PA;2928039;4363;671.11;167.88;180;600;650;750;2436
SAO JOAO DEL REI;MG;3414279;5038;677.71;155.21;180;600;650;750;1928
SAO JOAO DO ARAGUAIA;PA;1912051;2565;745.44;208.85;205;600;700;810;2178
SAO JOAO DO ARRAIAL;PI;1465936;2103;697.07;171.21;205;600;650;750;2170
SAO JOAO DO CAIUA;PR;419097;624;671.63;151.35;230;600;650;750;1544
SAO JOAO DO CARIRI;PB;632973;992;638.08;148.45;255;600;600;700;1578
SAO JOAO DO CARU;MA;1989546;2636;754.76;191.29;255;600;750;810;2212
SAO JOAO DO ITAPERIU;SC;133798;184;727.16;230.63;230;600;650;800;1928
SAO JOAO DO IVAI;PR;457780;686;667.32;175.46;205;600;650;750;1394
SAO JOAO DO JAGUARIBE;CE;691469;1075;643.23;124.06;205;600;600;700;1728
SAO JOAO DO MANHUACU;MG;1388778;1978;702.11;146.19;230;600;650;750;1578
SAO JOAO DO MANTENINHA;MG;540634;789;685.21;129.68;325;600;650;750;1444
SAO JOAO DO OESTE;SC;21287;34;626.09;198.39;280;592;600;687;1160
SAO JOAO DO ORIENTE;MG;983675;1487;661.52;135.11;255;600;600;700;1978
SAO JOAO DO PACUI;MG;455604;669;681.02;141.83;300;600;650;750;1728
SAO JOAO DO PARAISO;MA;1267803;1772;715.46;169.56;230;600;670;800;1728
SAO JOAO DO PARAISO;MG;1649170;2462;669.85;155.04;180;600;650;750;2078
SAO JOAO DO PAU D'ALHO;SP;90112;131;687.88;143.41;325;600;650;750;1110
SAO JOAO DO PIAUI;PI;2529429;3710;681.79;147.7;213;600;650;750;1636
SAO JOAO DO POLESINE;RS;82138;125;657.1;161.79;205;590;650;750;1152
SAO JOAO DO RIO DO PEIXE;PB;2025900;3040;666.41;131.09;180;600;650;750;1544
SAO JOAO DO SABUGI;RN;574687;885;649.36;144.01;180;600;600;750;1386
SAO JOAO DO SOTER;MA;2694260;3585;751.54;212.75;205;600;700;810;2412
SAO JOAO DO SUL;SC;300910;414;726.84;194.51;230;600;700;800;1586
SAO JOAO DO TIGRE;PB;751414;1136;661.46;141.12;300;600;600;700;1636
SAO JOAO DO TRIUNFO;PR;431616;657;656.95;212.24;205;590;650;750;1444
SAO JOAO DOS PATOS;MA;3229252;4783;675.15;158.86;205;600;650;750;2228
SAO JOAO EVANGELISTA;MG;1157345;1650;701.42;172.08;180;600;650;771;1686
SAO JOAO NEPOMUCENO;MG;1092159;1630;670.04;177.42;205;600;650;750;1778
SAO JOAQUIM;SC;823142;1168;704.74;210.07;205;600;700;800;1850
SAO JOAQUIM DA BARRA;SP;1001030;1435;697.58;182.1;205;600;650;796;1886
SAO JOAQUIM DE BICAS;MG;2545155;3681;691.43;177.31;180;600;650;750;1978
SAO JOAQUIM DO MONTE;PE;3697954;5692;649.68;132.16;180;600;600;700;1836
SAO JORGE;RS;21863;30;728.77;272.73;205;600;725;800;1444
SAO JORGE D'OESTE;PR;182519;270;676.0;225.16;230;600;650;800;1736
SAO JORGE DO IVAI;PR;106702;164;650.62;182.06;205;600;650;792;1152
SAO JORGE DO PATROCINIO;PR;91281;142;642.82;199.18;180;590;650;750;1210
SAO JOSE;SC;4412568;6161;716.21;189.63;180;600;700;800;2320
SAO JOSE DA BARRA;MG;274775;376;730.78;202.19;180;600;720;800;1636
SAO JOSE DA BELA VISTA;SP;612725;916;668.91;168.25;205;600;650;750;2370
SAO JOSE DA BOA VISTA;PR;227023;360;630.62;241.93;180;478;600;750;1828
SAO JOSE DA COROA GRANDE;PE;3156050;4747;664.85;159.26;205;600;600;750;1978
SAO JOSE DA LAGOA TAPADA;PB;1037726;1552;668.64;135.5;205;600;650;750;1486
SAO JOSE DA LAJE;AL;2555404;3728;685.46;177.84;205;600;650;750;2162
SAO JOSE DA LAPA;MG;1438077;2078;692.05;167.99;205;600;650;750;1728
SAO JOSE DA SAFIRA;MG;485062;679;714.38;155.61;205;600;650;765;1544
SAO JOSE DA TAPERA;AL;4814552;6788;709.27;195.93;180;600;650;800;2120
SAO JOSE DA VARGINHA;MG;202699;287;706.27;190.9;205;600;700;800;1412
SAO JOSE DA VITORIA;BA;1253264;1904;658.23;157.36;280;600;600;740;1878
SAO JOSE DAS MISSOES;RS;154580;232;666.29;180.05;255;600;650;750;1736
SAO JOSE DAS PALMEIRAS;PR;158964;223;712.84;211.24;205;600;700;800;1554
SAO JOSE DE CAIANA;PB;840998;1191;706.13;166.01;300;600;650;750;1986
SAO JOSE DE ESPINHARAS;PB;496451;749;662.82;149.83;255;600;650;750;1676
SAO JOSE DE MIPIBU;RN;4714077;6804;692.84;165.14;180;600;650;750;1928
SAO JOSE DE PIRANHAS;PB;2537923;3765;674.08;133.84;205;600;650;750;1636
SAO JOSE DE PRINCESA;PB;479556;694;691.0;144.02;230;600;650;750;1202
SAO JOSE DE RIBAMAR;MA;20166141;29167;691.4;156.06;180;600;650;750;2320
SAO JOSE DE UBA;RJ;552402;837;659.98;135.64;180;600;650;750;1444
SAO JOSE DO ALEGRE;MG;137532;200;687.66;263.27;205;590;650;800;1878
SAO JOSE DO BARREIRO;SP;280533;421;666.35;216.42;180;600;640;750;1828
SAO JOSE DO BELMONTE;PE;4506118;6536;689.43;152.79;180;600;650;750;1770
SAO JOSE DO BONFIM;PB;455005;688;661.34;163.0;230;600;650;750;1352
SAO JOSE DO BREJO DO CRUZ;PB;243913;376;648.7;133.22;300;600;600;702;1252
SAO JOSE DO CALCADO;ES;1012975;1534;660.35;149.35;230;600;600;750;1778
SAO JOSE DO CAMPESTRE;RN;1488879;2289;650.45;147.16;230;600;640;742;2638
SAO JOSE DO CEDRO;SC;270748;390;694.23;167.16;280;600;695;750;1544
SAO JOSE DO CERRITO;SC;863038;1301;663.37;132.96;180;600;600;750;1444
SAO JOSE DO DIVINO;MG;424241;622;682.06;153.12;230;600;650;750;1536
SAO JOSE DO DIVINO;PI;884794;1338;661.28;127.04;180;600;640;750;1636
SAO JOSE DO EGITO;PE;4499451;6873;654.66;122.08;180;600;600;700;1528
SAO JOSE DO GOIABAL;MG;396620;593;668.84;163.09;205;600;650;750;1828
SAO JOSE DO HERVAL;RS;149937;225;666.39;140.09;300;600;650;716;1352
SAO JOSE DO HORTENCIO;RS;19233;29;663.21;212.72;325;540;650;750;1252
SAO JOSE DO INHACORA;RS;12726;21;606.0;177.36;325;463;600;700;950
SAO JOSE DO JACUIPE;BA;1149412;1764;651.59;186.54;180;600;650;750;2520
SAO JOSE DO JACURI;MG;677313;986;686.93;144.57;300;600;650;750;1586
SAO JOSE DO MANTIMENTO;MG;294399;418;704.3;139.71;300;600;650;757;1594
SAO JOSE DO NORTE;RS;1180184;1773;665.64;176.86;205;600;650;750;1778
SAO JOSE DO OURO;RS;190869;282;676.84;129.03;300;600;650;750;1242
SAO JOSE DO PEIXE;PI;598207;901;663.94;137.85;230;600;600;700;1778
SAO JOSE DO PIAUI;PI;827937;1199;690.52;144.21;230;600;650;750;1736
SAO JOSE DO POVO;MT;87652;125;701.22;163.41;325;600;650;750;1302
SAO JOSE DO RIO CLARO;MT;1003930;1449;692.84;173.65;205;600;650;800;1928
SAO JOSE DO RIO PARDO;SP;1967759;2821;697.54;176.7;205;600;650;750;2152
SAO JOSE DO RIO PRETO;SP;13110744;19309;679.0;159.54;180;600;650;750;2028
SAO JOSE DO SABUGI;PB;393035;632;621.89;165.17;180;600;600;700;1444
SAO JOSE DO SERIDO;RN;263844;424;622.27;198.55;180;500;600;735;1636
SAO JOSE DO SUL;RS;20183;28;720.82;267.5;325;581;650;850;1444
SAO JOSE DO VALE DO RIO PRETO;RJ;1178923;1765;667.95;182.75;180;600;650;750;2028
SAO JOSE DO XINGU;MT;672169;862;779.78;236.28;300;600;750;850;1970
SAO JOSE DOS AUSENTES;RS;214823;287;748.51;194.95;230;650;750;800;1452
SAO JOSE DOS BASILIOS;MA;1015439;1400;725.31;171.91;205;600;700;800;1824
SAO JOSE DOS CAMPOS;SP;29885936;44276;674.99;161.48;180;600;650;750;2362
SAO JOSE DOS CORDEIROS;PB;450113;687;655.19;136.61;280;600;600;750;1394
SAO JOSE DOS PINHAIS;PR;10544237;15251;691.38;170.59;180;600;650;766;2412
SAO JOSE DOS QUATRO MARCOS;MT;675030;989;682.54;176.73;217;600;650;800;1720
SAO JOSE DOS RAMOS;PB;941933;1373;686.04;170.99;205;600;650;750;2212
SAO JULIAO;PI;910084;1362;668.2;116.32;325;600;640;716;1494
SAO LEOPOLDO;RS;9270254;13464;688.52;169.66;180;600;650;750;2304
SAO LOURENCO;MG;2096391;3175;660.28;161.58;180;600;600;750;1786
SAO LOURENCO DA MATA;PE;11852204;17739;668.14;141.24;180;600;650;750;1936
SAO LOURENCO DA SERRA;SP;1385214;2084;664.69;139.66;205;600;600;750;1792
SAO LOURENCO DO OESTE;SC;383012;558;686.4;244.69;180;579;650;800;1836
SAO LOURENCO DO PIAUI;PI;815013;1234;660.46;135.63;180;600;611;700;1586
SAO LOURENCO DO SUL;RS;1425142;2119;672.55;157.62;180;600;650;750;1618
SAO LUDGERO;SC;113153;169;669.54;226.36;230;530;650;750;1436
SAO LUIS;MA;79241206;116274;681.5;148.55;180;600;650;750;2346
SAO LUIS DE MONTES BELOS;GO;1335883;1967;679.15;172.94;205;600;650;750;1594
SAO LUIS DO CURU;CE;1541282;2330;661.49;155.01;180;600;650;750;1708
SAO LUIS DO PARAITINGA;SP;528783;787;671.9;162.04;180;600;650;750;1928
SAO LUIS DO PIAUI;PI;315222;467;674.99;147.97;300;600;650;750;1394
SAO LUIS DO QUITUNDE;AL;4590723;6742;680.91;152.33;180;600;650;750;1828
SAO LUIS GONZAGA DO MARANHAO;MA;2600094;3664;709.63;162.58;205;600;700;760;1920
SAO LUIZ;RR;1125821;1568;718.0;166.18;230;600;650;800;1928
SAO LUIZ DO NORTE;GO;383720;548;700.22;175.31;205;600;650;800;1728
SAO LUIZ GONZAGA;RS;1188820;1742;682.45;183.46;180;600;650;750;1836
SAO MAMEDE;PB;889445;1360;654.0;137.39;263;600;600;750;1434
SAO MANOEL DO PARANA;PR;50145;77;651.23;157.77;325;600;600;750;1110
SAO MANUEL;SP;1079108;1551;695.75;173.8;205;600;690;790;1718
SAO MARCOS;RS;294413;431;683.09;176.86;205;600;650;750;1352
SAO MARTINHO;RS;83669;129;648.6;193.9;205;590;640;750;1244
SAO MARTINHO;SC;45100;60;751.67;180.27;280;637;700;826;1252
SAO MARTINHO DA SERRA;RS;229248;344;666.42;156.82;205;600;650;750;1586
SAO MATEUS;ES;7710477;11136;692.39;172.99;180;600;650;760;2020
SAO MATEUS DO MARANHAO;MA;4981754;7025;709.15;167.91;50;600;650;760;2412
SAO MATEUS DO SUL;PR;1436195;2176;660.02;193.15;180;600;650;750;1694
SAO MIGUEL;RN;3053809;4471;683.03;144.21;205;600;650;750;2028
SAO MIGUEL ARCANJO;SP;1138842;1639;694.84;207.66;180;600;650;800;2010
SAO MIGUEL DA BAIXA GRANDE;PI;233784;340;687.6;164.19;205;600;650;750;1828
SAO MIGUEL DA BOA VISTA;SC;67722;98;691.04;155.68;205;600;650;750;1302
SAO MIGUEL DAS MATAS;BA;1238087;1877;659.61;146.33;205;600;650;750;1662
SAO MIGUEL DAS MISSOES;RS;519785;772;673.3;143.35;255;600;650;750;1486
SAO MIGUEL DE TAIPU;PB;1179994;1797;656.65;158.6;180;600;600;750;1870
SAO MIGUEL DO ALEIXO;SE;624286;941;663.43;124.63;325;600;600;750;1452
SAO MIGUEL DO ANTA;MG;698898;1069;653.79;124.54;205;600;600;700;1336
SAO MIGUEL DO ARAGUAIA;GO;1657684;2431;681.89;159.42;180;600;650;750;1636
SAO MIGUEL DO FIDALGO;PI;420986;610;690.14;163.56;205;600;650;750;1636
SAO MIGUEL DO GOSTOSO;RN;1332452;1943;685.77;164.74;205;600;650;750;1862
SAO MIGUEL DO GUAMA;PA;6277918;8853;709.13;173.66;180;600;700;800;2212
SAO MIGUEL DO GUAPORE;RO;801549;1117;717.59;183.31;230;650;750;800;1444
SAO MIGUEL DO IGUACU;PR;806777;1202;671.2;218.23;180;600;650;800;2070
SAO MIGUEL DO OESTE;SC;479323;706;678.93;213.75;180;600;650;800;1786
SAO MIGUEL DO PASSA QUATRO;GO;150965;222;680.02;231.11;230;600;650;797;1928
SAO MIGUEL DO TAPUIO;PI;2352071;3408;690.16;153.56;205;600;650;750;1928
SAO MIGUEL DO TOCANTINS;TO;1525525;2136;714.2;179.56;205;600;700;800;1886
SAO MIGUEL DOS CAMPOS;AL;6794312;10054;675.78;141.86;180;600;650;750;1928
SAO MIGUEL DOS MILAGRES;AL;1009570;1437;702.55;192.3;205;600;650;800;1962
SAO NICOLAU;RS;603879;894;675.48;147.12;205;600;640;750;1668
SAO PATRICIO;GO;155309;227;684.18;133.84;300;600;650;755;1202
SAO PAULO;SP;473842944;693159;683.6;155.61;180;600;650;750;3322
SAO PAULO DAS MISSOES;RS;201491;290;694.8;179.43;230;600;650;750;1344
SAO PAULO DE OLIVENCA;AM;5767260;6669;864.79;311.33;25;650;750;960;2404
SAO PAULO DO POTENGI;RN;2207166;3459;638.09;153.48;180;600;600;700;1728
SAO PEDRO;RN;727817;1104;659.25;171.6;205;600;640;750;1720
SAO PEDRO;SP;1429858;2093;683.16;159.6;180;600;650;750;1970
SAO PEDRO DA AGUA BRANCA;MA;1192975;1639;727.87;206.3;180;600;700;800;1970
SAO PEDRO DA ALDEIA;RJ;7509125;11130;674.67;151.34;180;600;650;750;2320
SAO PEDRO DA CIPA;MT;308153;449;686.31;185.88;205;600;650;750;1594
SAO PEDRO DA SERRA;RS;9543;14;681.64;318.03;300;568;600;750;1644
SAO PEDRO DA UNIAO;MG;250102;362;690.89;162.37;230;600;650;769;1544
SAO PEDRO DAS MISSOES;RS;76990;112;687.41;135.58;325;600;650;750;1252
SAO PEDRO DE ALCANTARA;SC;55351;79;700.65;174.76;205;600;650;800;1260
SAO PEDRO DO BUTIA;RS;31226;48;650.54;172.44;313;600;650;750;1160
SAO PEDRO DO IGUACU;PR;362250;517;700.68;174.21;230;600;650;800;1544
SAO PEDRO DO IVAI;PR;450664;684;658.87;168.89;180;600;640;750;1878
SAO PEDRO DO PARANA;PR;51927;79;657.3;216.27;180;565;700;750;1250
SAO PEDRO DO PIAUI;PI;2609715;3932;663.71;141.66;230;600;600;750;2010
SAO PEDRO DO SUACUI;MG;613997;918;668.84;148.0;205;600;650;750;1786
SAO PEDRO DO SUL;RS;928242;1394;665.88;156.96;180;600;603;750;1736
SAO PEDRO DO TURVO;SP;341160;499;683.69;162.9;230;600;650;750;1444
SAO PEDRO DOS CRENTES;MA;634688;886;716.35;180.51;280;600;650;800;1678
SAO PEDRO DOS FERROS;MG;265393;390;680.49;221.93;180;600;650;750;1586
SAO RAFAEL;RN;1319329;2076;635.51;119.68;50;600;600;650;1828
SAO RAIMUNDO DAS MANGABEIRAS;MA;2550314;3755;679.18;163.73;205;600;642;750;2312
SAO RAIMUNDO DO DOCA BEZERRA;MA;852610;1181;721.94;169.92;205;600;700;800;1828
SAO RAIMUNDO NONATO;PI;4786426;7126;671.68;147.54;205;600;650;750;1828
SAO ROBERTO;MA;1095428;1591;688.52;150.62;300;600;650;750;1678
SAO ROMAO;MG;927968;1352;686.37;179.25;205;600;650;750;1678
SAO ROQUE;SP;2448931;3451;709.63;191.67;180;600;650;800;2262
SAO ROQUE DE MINAS;MG;252457;364;693.56;180.37;180;600;650;800;1544
SAO ROQUE DO CANAA;ES;311592;479;650.51;234.17;205;540;647;750;1494
SAO SALVADOR DO TOCANTINS;TO;283005;394;718.29;195.95;230;600;650;800;1536
SAO SEBASTIAO;AL;4416180;6432;686.6;163.46;180;600;650;750;2294
SAO SEBASTIAO;SP;4244968;6153;689.9;160.5;180;600;650;750;1828
SAO SEBASTIAO DA AMOREIRA;PR;636825;957;665.44;148.88;205;600;610;750;1494
SAO SEBASTIAO DA BELA VISTA;MG;233094;312;747.1;227.22;255;600;700;802;1644
SAO SEBASTIAO DA BOA VISTA;PA;4969113;6643;748.02;196.73;230;600;700;800;2404
SAO SEBASTIAO DA GRAMA;SP;195279;273;715.31;202.62;280;600;700;800;1402
SAO SEBASTIAO DA VARGEM ALEGRE;MG;162564;238;683.04;175.2;255;600;650;750;1494
SAO SEBASTIAO DE LAGOA DE ROCA;PB;1190913;1762;675.89;177.54;180;600;650;750;1836
SAO SEBASTIAO DO ALTO;RJ;587451;861;682.29;165.04;180;600;650;750;1544
SAO SEBASTIAO DO ANTA;MG;1103702;1655;666.89;125.39;288;600;621;750;1444
SAO SEBASTIAO DO CAI;RS;630246;925;681.35;192.13;180;600;650;790;1920
SAO SEBASTIAO DO MARANHAO;MG;824006;1205;683.82;179.76;205;600;650;750;2004
SAO SEBASTIAO DO OESTE;MG;512375;739;693.34;163.61;205;600;650;795;1452
SAO SEBASTIAO DO PARAISO;MG;2298283;3304;695.61;195.35;180;600;650;800;2028
SAO SEBASTIAO DO PASSE;BA;4068542;6165;659.94;139.86;205;600;650;750;1736
SAO SEBASTIAO DO RIO PRETO;MG;91923;145;633.95;142.95;280;600;650;700;1252
SAO SEBASTIAO DO RIO VERDE;MG;84144;123;684.1;160.85;325;600;650;800;1126
SAO SEBASTIAO DO TOCANTINS;TO;570697;820;695.97;196.57;180;600;650;766;2170
SAO SEBASTIAO DO UATUMA;AM;1498430;2005;747.35;221.82;230;600;700;800;1978
SAO SEBASTIAO DO UMBUZEIRO;PB;386809;598;646.84;142.73;180;600;600;740;1344
SAO SEPE;RS;829431;1261;657.76;174.3;180;600;650;750;1594
SAO SIMAO;GO;1168220;1755;665.65;150.65;205;600;650;750;1444
